ShimID,Customer Feedback,Breakage (Yes/No)
7462,"Positive, no issues",No
7463,Shim worn out quickly,Yes
7464,"Positive, no issues",No
7465,"Positive, no issues",No
7466,"Positive, no issues",No
7467,Crack appeared,Yes
7468,Shim worn out quickly,Yes
7469,"Positive, no issues",No
7470,Crack appeared,Yes
7471,Shim worn out quickly,Yes
7472,"Positive, no issues",No
7473,Crack appeared,Yes
7474,Crack appeared,Yes
7475,Shim worn out quickly,Yes
7476,Crack appeared,Yes
7477,Shim worn out quickly,Yes
7478,Shim broke after 2 months,Yes
7479,Crack appeared,Yes
7480,Crack appeared,Yes
7481,"Positive, no issues",No
7482,"Positive, no issues",No
7483,Shim broke after 2 months,Yes
7484,"Positive, no issues",No
7485,Shim broke after 2 months,Yes
7486,Shim broke after 2 months,Yes
7487,Crack appeared,Yes
7488,"Positive, no issues",No
7489,"Positive, no issues",No
7490,"Positive, no issues",No
7491,"Positive, no issues",No
7492,"Positive, no issues",No
7493,"Positive, no issues",No
7494,Shim worn out quickly,Yes
7495,Shim worn out quickly,Yes
7496,Shim worn out quickly,Yes
7497,Crack appeared,Yes
7498,"Positive, no issues",No
7499,Shim worn out quickly,Yes
7500,"Positive, no issues",No
7501,Crack appeared,Yes
7502,Shim worn out quickly,Yes
7503,Crack appeared,Yes
7504,"Positive, no issues",No
7505,Shim worn out quickly,Yes
7506,"Positive, no issues",No
7507,"Positive, no issues",No
7508,Crack appeared,Yes
7509,Shim worn out quickly,Yes
7510,Shim broke after 2 months,Yes
7511,Crack appeared,Yes
7512,"Positive, no issues",No
7513,"Positive, no issues",No
7514,"Positive, no issues",No
7515,"Positive, no issues",No
7516,"Positive, no issues",No
7517,Crack appeared,Yes
7518,Shim worn out quickly,Yes
7519,Crack appeared,Yes
7520,Crack appeared,Yes
7521,Shim worn out quickly,Yes
7522,"Positive, no issues",No
7523,"Positive, no issues",No
7524,"Positive, no issues",No
7525,"Positive, no issues",No
7526,Shim worn out quickly,Yes
7527,Shim worn out quickly,Yes
7528,Shim worn out quickly,Yes
7529,Shim broke after 2 months,Yes
7530,Crack appeared,Yes
7531,"Positive, no issues",No
7532,Shim broke after 2 months,Yes
7533,"Positive, no issues",No
7534,"Positive, no issues",No
7535,"Positive, no issues",No
7536,"Positive, no issues",No
7537,Crack appeared,Yes
7538,Crack appeared,Yes
7539,Shim worn out quickly,Yes
7540,Shim broke after 2 months,Yes
7541,"Positive, no issues",No
7542,"Positive, no issues",No
7543,Shim broke after 2 months,Yes
7544,Crack appeared,Yes
7545,"Positive, no issues",No
7546,"Positive, no issues",No
7547,Shim worn out quickly,Yes
7548,"Positive, no issues",No
7549,Shim worn out quickly,Yes
7550,"Positive, no issues",No
7551,"Positive, no issues",No
7552,"Positive, no issues",No
7553,"Positive, no issues",No
7554,Shim broke after 2 months,Yes
7555,Crack appeared,Yes
7556,"Positive, no issues",No
7557,"Positive, no issues",No
7558,"Positive, no issues",No
7559,Shim worn out quickly,Yes
7560,Shim worn out quickly,Yes
7561,"Positive, no issues",No
7562,Crack appeared,Yes
7563,"Positive, no issues",No
7564,Shim broke after 2 months,Yes
7565,"Positive, no issues",No
7566,"Positive, no issues",No
7567,"Positive, no issues",No
7568,"Positive, no issues",No
7569,"Positive, no issues",No
7570,"Positive, no issues",No
7571,"Positive, no issues",No
7572,"Positive, no issues",No
7573,Crack appeared,Yes
7574,"Positive, no issues",No
7575,"Positive, no issues",No
7576,"Positive, no issues",No
7577,"Positive, no issues",No
7578,"Positive, no issues",No
7579,Crack appeared,Yes
7580,"Positive, no issues",No
7581,"Positive, no issues",No
7582,Shim worn out quickly,Yes
7583,"Positive, no issues",No
7584,Shim broke after 2 months,Yes
7585,Shim broke after 2 months,Yes
7586,"Positive, no issues",No
7587,"Positive, no issues",No
7588,"Positive, no issues",No
7589,Shim worn out quickly,Yes
7590,Shim broke after 2 months,Yes
7591,Shim worn out quickly,Yes
7592,"Positive, no issues",No
7593,"Positive, no issues",No
7594,Shim worn out quickly,Yes
7595,Shim worn out quickly,Yes
7596,Crack appeared,Yes
7597,"Positive, no issues",No
7598,"Positive, no issues",No
7599,"Positive, no issues",No
7600,Crack appeared,Yes
7601,"Positive, no issues",No
7602,Crack appeared,Yes
7603,Crack appeared,Yes
7604,Shim worn out quickly,Yes
7605,Shim broke after 2 months,Yes
7606,Shim broke after 2 months,Yes
7607,"Positive, no issues",No
7608,"Positive, no issues",No
7609,Shim worn out quickly,Yes
7610,Crack appeared,Yes
7611,Crack appeared,Yes
7612,"Positive, no issues",No
7613,"Positive, no issues",No
7614,Shim broke after 2 months,Yes
7615,"Positive, no issues",No
7616,Shim worn out quickly,Yes
7617,"Positive, no issues",No
7618,"Positive, no issues",No
7619,"Positive, no issues",No
7620,Shim broke after 2 months,Yes
7621,"Positive, no issues",No
7622,"Positive, no issues",No
7623,"Positive, no issues",No
7624,Crack appeared,Yes
7625,Crack appeared,Yes
7626,Shim broke after 2 months,Yes
7627,"Positive, no issues",No
7628,Shim broke after 2 months,Yes
7629,Shim broke after 2 months,Yes
7630,"Positive, no issues",No
7631,Shim worn out quickly,Yes
7632,"Positive, no issues",No
7633,"Positive, no issues",No
7634,Shim broke after 2 months,Yes
7635,"Positive, no issues",No
7636,"Positive, no issues",No
7637,"Positive, no issues",No
7638,"Positive, no issues",No
7639,Crack appeared,Yes
7640,"Positive, no issues",No
7641,Shim worn out quickly,Yes
7642,Shim broke after 2 months,Yes
7643,"Positive, no issues",No
7644,Shim worn out quickly,Yes
7645,"Positive, no issues",No
7646,Shim worn out quickly,Yes
7647,"Positive, no issues",No
7648,Shim broke after 2 months,Yes
7649,Shim broke after 2 months,Yes
7650,"Positive, no issues",No
7651,Shim broke after 2 months,Yes
7652,Crack appeared,Yes
7653,Shim worn out quickly,Yes
7654,Crack appeared,Yes
7655,Shim broke after 2 months,Yes
7656,Crack appeared,Yes
7657,Crack appeared,Yes
7658,Crack appeared,Yes
7659,Shim worn out quickly,Yes
7660,"Positive, no issues",No
7661,"Positive, no issues",No
7662,"Positive, no issues",No
7663,Shim broke after 2 months,Yes
7664,"Positive, no issues",No
7665,Shim worn out quickly,Yes
7666,Crack appeared,Yes
7667,"Positive, no issues",No
7668,Shim broke after 2 months,Yes
7669,Shim broke after 2 months,Yes
7670,"Positive, no issues",No
7671,Shim broke after 2 months,Yes
7672,"Positive, no issues",No
7673,Shim broke after 2 months,Yes
7674,"Positive, no issues",No
7675,Crack appeared,Yes
7676,"Positive, no issues",No
7677,Shim worn out quickly,Yes
7678,"Positive, no issues",No
7679,"Positive, no issues",No
7680,"Positive, no issues",No
7681,"Positive, no issues",No
7682,Crack appeared,Yes
7683,"Positive, no issues",No
7684,Shim worn out quickly,Yes
7685,"Positive, no issues",No
7686,Shim broke after 2 months,Yes
7687,"Positive, no issues",No
7688,Crack appeared,Yes
7689,Shim broke after 2 months,Yes
7690,Crack appeared,Yes
7691,Shim broke after 2 months,Yes
7692,"Positive, no issues",No
7693,Shim broke after 2 months,Yes
7694,Shim worn out quickly,Yes
7695,"Positive, no issues",No
7696,Crack appeared,Yes
7697,Shim worn out quickly,Yes
7698,Crack appeared,Yes
7699,"Positive, no issues",No
7700,Shim worn out quickly,Yes
7701,"Positive, no issues",No
7702,Crack appeared,Yes
7703,"Positive, no issues",No
7704,"Positive, no issues",No
7705,"Positive, no issues",No
7706,"Positive, no issues",No
7707,"Positive, no issues",No
7708,"Positive, no issues",No
7709,"Positive, no issues",No
7710,"Positive, no issues",No
7711,Shim worn out quickly,Yes
7712,"Positive, no issues",No
7713,Shim worn out quickly,Yes
7714,Crack appeared,Yes
7715,"Positive, no issues",No
7716,Shim worn out quickly,Yes
7717,"Positive, no issues",No
7718,Crack appeared,Yes
7719,Shim worn out quickly,Yes
7720,Crack appeared,Yes
7721,Crack appeared,Yes
7722,Crack appeared,Yes
7723,Shim broke after 2 months,Yes
7724,"Positive, no issues",No
7725,Shim worn out quickly,Yes
7726,"Positive, no issues",No
7727,Shim broke after 2 months,Yes
7728,Shim worn out quickly,Yes
7729,"Positive, no issues",No
7730,Shim worn out quickly,Yes
7731,"Positive, no issues",No
7732,Crack appeared,Yes
7733,"Positive, no issues",No
7734,"Positive, no issues",No
7735,Shim worn out quickly,Yes
7736,Shim worn out quickly,Yes
7737,"Positive, no issues",No
7738,Shim worn out quickly,Yes
7739,"Positive, no issues",No
7740,"Positive, no issues",No
7741,Shim broke after 2 months,Yes
7742,"Positive, no issues",No
7743,Crack appeared,Yes
7744,"Positive, no issues",No
7745,"Positive, no issues",No
7746,Shim broke after 2 months,Yes
7747,Crack appeared,Yes
7748,Shim worn out quickly,Yes
7749,"Positive, no issues",No
7750,Shim broke after 2 months,Yes
7751,Crack appeared,Yes
7752,Shim worn out quickly,Yes
7753,"Positive, no issues",No
7754,Crack appeared,Yes
7755,"Positive, no issues",No
7756,"Positive, no issues",No
7757,Shim broke after 2 months,Yes
7758,"Positive, no issues",No
7759,"Positive, no issues",No
7760,Crack appeared,Yes
7761,Shim broke after 2 months,Yes
7762,"Positive, no issues",No
7763,"Positive, no issues",No
7764,Crack appeared,Yes
7765,Shim worn out quickly,Yes
7766,Shim worn out quickly,Yes
7767,"Positive, no issues",No
7768,Crack appeared,Yes
7769,Shim broke after 2 months,Yes
7770,"Positive, no issues",No
7771,Shim worn out quickly,Yes
7772,Shim worn out quickly,Yes
7773,Crack appeared,Yes
7774,Shim worn out quickly,Yes
7775,"Positive, no issues",No
7776,"Positive, no issues",No
7777,Shim broke after 2 months,Yes
7778,"Positive, no issues",No
7779,Shim broke after 2 months,Yes
7780,Crack appeared,Yes
7781,"Positive, no issues",No
7782,"Positive, no issues",No
7783,Crack appeared,Yes
7784,Shim broke after 2 months,Yes
7785,"Positive, no issues",No
7786,"Positive, no issues",No
7787,Shim worn out quickly,Yes
7788,Shim worn out quickly,Yes
7789,"Positive, no issues",No
7790,"Positive, no issues",No
7791,Shim broke after 2 months,Yes
7792,"Positive, no issues",No
7793,Shim worn out quickly,Yes
7794,Shim broke after 2 months,Yes
7795,"Positive, no issues",No
7796,Crack appeared,Yes
7797,"Positive, no issues",No
7798,"Positive, no issues",No
7799,Crack appeared,Yes
7800,"Positive, no issues",No
7801,Shim broke after 2 months,Yes
7802,Crack appeared,Yes
7803,Shim broke after 2 months,Yes
7804,Shim worn out quickly,Yes
7805,"Positive, no issues",No
7806,"Positive, no issues",No
7807,Crack appeared,Yes
7808,"Positive, no issues",No
7809,"Positive, no issues",No
7810,Shim worn out quickly,Yes
7811,Shim broke after 2 months,Yes
7812,Crack appeared,Yes
7813,Shim worn out quickly,Yes
7814,Shim broke after 2 months,Yes
7815,Shim worn out quickly,Yes
7816,Crack appeared,Yes
7817,Crack appeared,Yes
7818,Shim worn out quickly,Yes
7819,Shim worn out quickly,Yes
7820,Shim worn out quickly,Yes
7821,"Positive, no issues",No
7822,"Positive, no issues",No
7823,Shim broke after 2 months,Yes
7824,Shim worn out quickly,Yes
7825,"Positive, no issues",No
7826,Crack appeared,Yes
7827,Shim broke after 2 months,Yes
7828,Shim broke after 2 months,Yes
7829,Shim broke after 2 months,Yes
7830,Shim worn out quickly,Yes
7831,"Positive, no issues",No
7832,"Positive, no issues",No
7833,"Positive, no issues",No
7834,"Positive, no issues",No
7835,Shim broke after 2 months,Yes
7836,Shim worn out quickly,Yes
7837,Shim worn out quickly,Yes
7838,"Positive, no issues",No
7839,"Positive, no issues",No
7840,"Positive, no issues",No
7841,Crack appeared,Yes
7842,"Positive, no issues",No
7843,Crack appeared,Yes
7844,"Positive, no issues",No
7845,Shim broke after 2 months,Yes
7846,"Positive, no issues",No
7847,Crack appeared,Yes
7848,"Positive, no issues",No
7849,Crack appeared,Yes
7850,Shim broke after 2 months,Yes
7851,Shim broke after 2 months,Yes
7852,Shim worn out quickly,Yes
7853,"Positive, no issues",No
7854,Shim worn out quickly,Yes
7855,"Positive, no issues",No
7856,"Positive, no issues",No
7857,"Positive, no issues",No
7858,"Positive, no issues",No
7859,"Positive, no issues",No
7860,Crack appeared,Yes
7861,"Positive, no issues",No
7862,"Positive, no issues",No
7863,"Positive, no issues",No
7864,"Positive, no issues",No
7865,Shim worn out quickly,Yes
7866,Shim broke after 2 months,Yes
7867,Shim broke after 2 months,Yes
7868,Shim worn out quickly,Yes
7869,"Positive, no issues",No
7870,Shim worn out quickly,Yes
7871,"Positive, no issues",No
7872,Shim worn out quickly,Yes
7873,"Positive, no issues",No
7874,"Positive, no issues",No
7875,"Positive, no issues",No
7876,"Positive, no issues",No
7877,"Positive, no issues",No
7878,"Positive, no issues",No
7879,"Positive, no issues",No
7880,"Positive, no issues",No
7881,"Positive, no issues",No
7882,Shim broke after 2 months,Yes
7883,Shim worn out quickly,Yes
7884,"Positive, no issues",No
7885,"Positive, no issues",No
7886,"Positive, no issues",No
7887,"Positive, no issues",No
7888,Shim broke after 2 months,Yes
7889,Shim worn out quickly,Yes
7890,Shim broke after 2 months,Yes
7891,Shim broke after 2 months,Yes
7892,"Positive, no issues",No
7893,Crack appeared,Yes
7894,"Positive, no issues",No
7895,"Positive, no issues",No
7896,"Positive, no issues",No
7897,"Positive, no issues",No
7898,"Positive, no issues",No
7899,"Positive, no issues",No
7900,Shim broke after 2 months,Yes
7901,"Positive, no issues",No
7902,Crack appeared,Yes
7903,Shim broke after 2 months,Yes
7904,"Positive, no issues",No
7905,"Positive, no issues",No
7906,"Positive, no issues",No
7907,Shim broke after 2 months,Yes
7908,"Positive, no issues",No
7909,"Positive, no issues",No
7910,Shim broke after 2 months,Yes
7911,"Positive, no issues",No
7912,"Positive, no issues",No
7913,Crack appeared,Yes
7914,Crack appeared,Yes
7915,Shim worn out quickly,Yes
7916,Shim broke after 2 months,Yes
7917,"Positive, no issues",No
7918,"Positive, no issues",No
7919,Shim worn out quickly,Yes
7920,"Positive, no issues",No
7921,"Positive, no issues",No
7922,Crack appeared,Yes
7923,Shim broke after 2 months,Yes
7924,Crack appeared,Yes
7925,"Positive, no issues",No
7926,Shim broke after 2 months,Yes
7927,"Positive, no issues",No
7928,Shim worn out quickly,Yes
7929,Crack appeared,Yes
7930,Shim worn out quickly,Yes
7931,Crack appeared,Yes
7932,"Positive, no issues",No
7933,Crack appeared,Yes
7934,"Positive, no issues",No
7935,Crack appeared,Yes
7936,Crack appeared,Yes
7937,Shim worn out quickly,Yes
7938,"Positive, no issues",No
7939,Shim broke after 2 months,Yes
7940,"Positive, no issues",No
7941,"Positive, no issues",No
7942,Shim worn out quickly,Yes
7943,Shim broke after 2 months,Yes
7944,Shim broke after 2 months,Yes
7945,"Positive, no issues",No
7946,Shim worn out quickly,Yes
7947,Shim broke after 2 months,Yes
7948,"Positive, no issues",No
7949,Shim worn out quickly,Yes
7950,"Positive, no issues",No
7951,Crack appeared,Yes
7952,"Positive, no issues",No
7953,"Positive, no issues",No
7954,Shim worn out quickly,Yes
7955,Shim worn out quickly,Yes
7956,Shim broke after 2 months,Yes
7957,Shim broke after 2 months,Yes
7958,Shim worn out quickly,Yes
7959,"Positive, no issues",No
7960,Shim worn out quickly,Yes
7961,Shim broke after 2 months,Yes
7962,Shim worn out quickly,Yes
7963,Shim broke after 2 months,Yes
7964,Shim broke after 2 months,Yes
7965,Shim worn out quickly,Yes
7966,Shim broke after 2 months,Yes
7967,Shim broke after 2 months,Yes
7968,Shim worn out quickly,Yes
7969,"Positive, no issues",No
7970,"Positive, no issues",No
7971,"Positive, no issues",No
7972,Shim worn out quickly,Yes
7973,Shim broke after 2 months,Yes
7974,"Positive, no issues",No
7975,"Positive, no issues",No
7976,Shim worn out quickly,Yes
7977,"Positive, no issues",No
7978,"Positive, no issues",No
7979,Shim broke after 2 months,Yes
7980,Shim worn out quickly,Yes
7981,"Positive, no issues",No
7982,"Positive, no issues",No
7983,Crack appeared,Yes
7984,Shim broke after 2 months,Yes
7985,"Positive, no issues",No
7986,"Positive, no issues",No
7987,Shim worn out quickly,Yes
7988,Crack appeared,Yes
7989,Shim worn out quickly,Yes
7990,"Positive, no issues",No
7991,Shim worn out quickly,Yes
7992,"Positive, no issues",No
7993,Shim broke after 2 months,Yes
7994,Crack appeared,Yes
7995,"Positive, no issues",No
7996,Shim worn out quickly,Yes
7997,Crack appeared,Yes
7998,Shim worn out quickly,Yes
7999,Crack appeared,Yes
8000,"Positive, no issues",No
8001,"Positive, no issues",No
8002,Shim broke after 2 months,Yes
8003,"Positive, no issues",No
8004,Shim broke after 2 months,Yes
8005,"Positive, no issues",No
8006,"Positive, no issues",No
8007,Shim broke after 2 months,Yes
8008,"Positive, no issues",No
8009,Shim worn out quickly,Yes
8010,"Positive, no issues",No
8011,"Positive, no issues",No
8012,"Positive, no issues",No
8013,Shim broke after 2 months,Yes
8014,"Positive, no issues",No
8015,"Positive, no issues",No
8016,Shim worn out quickly,Yes
8017,Shim broke after 2 months,Yes
8018,Crack appeared,Yes
8019,"Positive, no issues",No
8020,"Positive, no issues",No
8021,"Positive, no issues",No
8022,Shim worn out quickly,Yes
8023,Shim worn out quickly,Yes
8024,"Positive, no issues",No
8025,"Positive, no issues",No
8026,Shim worn out quickly,Yes
8027,"Positive, no issues",No
8028,"Positive, no issues",No
8029,Shim worn out quickly,Yes
8030,Shim broke after 2 months,Yes
8031,Shim broke after 2 months,Yes
8032,Shim broke after 2 months,Yes
8033,Shim worn out quickly,Yes
8034,Shim worn out quickly,Yes
8035,"Positive, no issues",No
8036,"Positive, no issues",No
8037,"Positive, no issues",No
8038,"Positive, no issues",No
8039,"Positive, no issues",No
8040,"Positive, no issues",No
8041,Crack appeared,Yes
8042,"Positive, no issues",No
8043,"Positive, no issues",No
8044,Shim broke after 2 months,Yes
8045,Shim worn out quickly,Yes
8046,"Positive, no issues",No
8047,"Positive, no issues",No
8048,"Positive, no issues",No
8049,Shim broke after 2 months,Yes
8050,Shim broke after 2 months,Yes
8051,Crack appeared,Yes
8052,"Positive, no issues",No
8053,"Positive, no issues",No
8054,Shim broke after 2 months,Yes
8055,Shim worn out quickly,Yes
8056,Shim worn out quickly,Yes
8057,"Positive, no issues",No
8058,Shim broke after 2 months,Yes
8059,Shim broke after 2 months,Yes
8060,"Positive, no issues",No
8061,"Positive, no issues",No
8062,"Positive, no issues",No
8063,Crack appeared,Yes
8064,Crack appeared,Yes
8065,Shim broke after 2 months,Yes
8066,"Positive, no issues",No
8067,"Positive, no issues",No
8068,Crack appeared,Yes
8069,"Positive, no issues",No
8070,"Positive, no issues",No
8071,"Positive, no issues",No
8072,Shim broke after 2 months,Yes
8073,"Positive, no issues",No
8074,Crack appeared,Yes
8075,Shim broke after 2 months,Yes
8076,"Positive, no issues",No
8077,Shim broke after 2 months,Yes
8078,"Positive, no issues",No
8079,Crack appeared,Yes
8080,"Positive, no issues",No
8081,"Positive, no issues",No
8082,"Positive, no issues",No
8083,"Positive, no issues",No
8084,Crack appeared,Yes
8085,"Positive, no issues",No
8086,Shim broke after 2 months,Yes
8087,Shim worn out quickly,Yes
8088,"Positive, no issues",No
8089,"Positive, no issues",No
8090,Shim broke after 2 months,Yes
8091,"Positive, no issues",No
8092,"Positive, no issues",No
8093,"Positive, no issues",No
8094,"Positive, no issues",No
8095,"Positive, no issues",No
8096,Crack appeared,Yes
8097,Crack appeared,Yes
8098,Shim worn out quickly,Yes
8099,"Positive, no issues",No
8100,"Positive, no issues",No
8101,Shim broke after 2 months,Yes
8102,Crack appeared,Yes
8103,Shim broke after 2 months,Yes
8104,"Positive, no issues",No
8105,"Positive, no issues",No
8106,"Positive, no issues",No
8107,"Positive, no issues",No
8108,Shim broke after 2 months,Yes
8109,"Positive, no issues",No
8110,Crack appeared,Yes
8111,Shim worn out quickly,Yes
8112,Shim worn out quickly,Yes
8113,Crack appeared,Yes
8114,Shim worn out quickly,Yes
8115,"Positive, no issues",No
8116,"Positive, no issues",No
8117,Shim worn out quickly,Yes
8118,Shim broke after 2 months,Yes
8119,Shim worn out quickly,Yes
8120,"Positive, no issues",No
8121,Shim broke after 2 months,Yes
8122,Shim broke after 2 months,Yes
8123,Shim broke after 2 months,Yes
8124,"Positive, no issues",No
8125,Crack appeared,Yes
8126,Crack appeared,Yes
8127,Shim worn out quickly,Yes
8128,"Positive, no issues",No
8129,"Positive, no issues",No
8130,Shim broke after 2 months,Yes
8131,Shim worn out quickly,Yes
8132,"Positive, no issues",No
8133,"Positive, no issues",No
8134,"Positive, no issues",No
8135,"Positive, no issues",No
8136,Crack appeared,Yes
8137,Shim worn out quickly,Yes
8138,Shim worn out quickly,Yes
8139,Shim worn out quickly,Yes
8140,"Positive, no issues",No
8141,"Positive, no issues",No
8142,"Positive, no issues",No
8143,Shim broke after 2 months,Yes
8144,Crack appeared,Yes
8145,Shim worn out quickly,Yes
8146,Shim worn out quickly,Yes
8147,Shim broke after 2 months,Yes
8148,"Positive, no issues",No
8149,Crack appeared,Yes
8150,Shim broke after 2 months,Yes
8151,"Positive, no issues",No
8152,Crack appeared,Yes
8153,Shim worn out quickly,Yes
8154,Shim worn out quickly,Yes
8155,"Positive, no issues",No
8156,"Positive, no issues",No
8157,"Positive, no issues",No
8158,Crack appeared,Yes
8159,"Positive, no issues",No
8160,"Positive, no issues",No
8161,Shim broke after 2 months,Yes
8162,Shim broke after 2 months,Yes
8163,"Positive, no issues",No
8164,"Positive, no issues",No
8165,Shim worn out quickly,Yes
8166,"Positive, no issues",No
8167,Crack appeared,Yes
8168,"Positive, no issues",No
8169,Shim worn out quickly,Yes
8170,"Positive, no issues",No
8171,Shim broke after 2 months,Yes
8172,"Positive, no issues",No
8173,"Positive, no issues",No
8174,Shim worn out quickly,Yes
8175,Crack appeared,Yes
8176,Crack appeared,Yes
8177,"Positive, no issues",No
8178,Shim worn out quickly,Yes
8179,"Positive, no issues",No
8180,"Positive, no issues",No
8181,"Positive, no issues",No
8182,"Positive, no issues",No
8183,Shim broke after 2 months,Yes
8184,"Positive, no issues",No
8185,Shim broke after 2 months,Yes
8186,"Positive, no issues",No
8187,Crack appeared,Yes
8188,Crack appeared,Yes
8189,"Positive, no issues",No
8190,"Positive, no issues",No
8191,Shim broke after 2 months,Yes
8192,Shim broke after 2 months,Yes
8193,Crack appeared,Yes
8194,"Positive, no issues",No
8195,Shim broke after 2 months,Yes
8196,"Positive, no issues",No
8197,Shim worn out quickly,Yes
8198,"Positive, no issues",No
8199,Shim broke after 2 months,Yes
8200,Shim worn out quickly,Yes
8201,"Positive, no issues",No
8202,Crack appeared,Yes
8203,Crack appeared,Yes
8204,"Positive, no issues",No
8205,Shim broke after 2 months,Yes
8206,"Positive, no issues",No
8207,"Positive, no issues",No
8208,Shim worn out quickly,Yes
8209,Shim worn out quickly,Yes
8210,"Positive, no issues",No
8211,"Positive, no issues",No
8212,Shim broke after 2 months,Yes
8213,Shim worn out quickly,Yes
8214,Shim worn out quickly,Yes
8215,Crack appeared,Yes
8216,Shim worn out quickly,Yes
8217,"Positive, no issues",No
8218,"Positive, no issues",No
8219,Crack appeared,Yes
8220,Crack appeared,Yes
8221,Crack appeared,Yes
8222,"Positive, no issues",No
8223,Shim broke after 2 months,Yes
8224,Shim broke after 2 months,Yes
8225,Shim worn out quickly,Yes
8226,"Positive, no issues",No
8227,Shim broke after 2 months,Yes
8228,"Positive, no issues",No
8229,Shim broke after 2 months,Yes
8230,"Positive, no issues",No
8231,"Positive, no issues",No
8232,"Positive, no issues",No
8233,"Positive, no issues",No
8234,"Positive, no issues",No
8235,Crack appeared,Yes
8236,"Positive, no issues",No
8237,"Positive, no issues",No
8238,"Positive, no issues",No
8239,"Positive, no issues",No
8240,Shim worn out quickly,Yes
8241,"Positive, no issues",No
8242,Crack appeared,Yes
8243,Shim broke after 2 months,Yes
8244,"Positive, no issues",No
8245,Shim broke after 2 months,Yes
8246,"Positive, no issues",No
8247,"Positive, no issues",No
8248,"Positive, no issues",No
8249,Crack appeared,Yes
8250,"Positive, no issues",No
8251,"Positive, no issues",No
8252,"Positive, no issues",No
8253,Crack appeared,Yes
8254,"Positive, no issues",No
8255,Shim worn out quickly,Yes
8256,Shim worn out quickly,Yes
8257,Shim broke after 2 months,Yes
8258,"Positive, no issues",No
8259,"Positive, no issues",No
8260,Crack appeared,Yes
8261,"Positive, no issues",No
8262,"Positive, no issues",No
8263,Shim worn out quickly,Yes
8264,"Positive, no issues",No
8265,"Positive, no issues",No
8266,"Positive, no issues",No
8267,Shim broke after 2 months,Yes
8268,"Positive, no issues",No
8269,Shim broke after 2 months,Yes
8270,Shim worn out quickly,Yes
8271,"Positive, no issues",No
8272,"Positive, no issues",No
8273,"Positive, no issues",No
8274,"Positive, no issues",No
8275,Shim broke after 2 months,Yes
8276,"Positive, no issues",No
8277,Crack appeared,Yes
8278,"Positive, no issues",No
8279,"Positive, no issues",No
8280,"Positive, no issues",No
8281,"Positive, no issues",No
8282,"Positive, no issues",No
8283,"Positive, no issues",No
8284,"Positive, no issues",No
8285,"Positive, no issues",No
8286,"Positive, no issues",No
8287,"Positive, no issues",No
8288,"Positive, no issues",No
8289,"Positive, no issues",No
8290,Crack appeared,Yes
8291,Shim worn out quickly,Yes
8292,"Positive, no issues",No
8293,"Positive, no issues",No
8294,Shim worn out quickly,Yes
8295,Crack appeared,Yes
8296,"Positive, no issues",No
8297,"Positive, no issues",No
8298,Shim worn out quickly,Yes
8299,Crack appeared,Yes
8300,"Positive, no issues",No
8301,Crack appeared,Yes
8302,Shim worn out quickly,Yes
8303,"Positive, no issues",No
8304,Shim worn out quickly,Yes
8305,"Positive, no issues",No
8306,"Positive, no issues",No
8307,"Positive, no issues",No
8308,Shim worn out quickly,Yes
8309,"Positive, no issues",No
8310,"Positive, no issues",No
8311,"Positive, no issues",No
8312,"Positive, no issues",No
8313,Shim broke after 2 months,Yes
8314,Crack appeared,Yes
8315,Shim broke after 2 months,Yes
8316,Shim broke after 2 months,Yes
8317,"Positive, no issues",No
8318,"Positive, no issues",No
8319,"Positive, no issues",No
8320,Crack appeared,Yes
8321,Shim worn out quickly,Yes
8322,"Positive, no issues",No
8323,"Positive, no issues",No
8324,Shim worn out quickly,Yes
8325,"Positive, no issues",No
8326,Crack appeared,Yes
8327,Crack appeared,Yes
8328,"Positive, no issues",No
8329,Crack appeared,Yes
8330,Crack appeared,Yes
8331,"Positive, no issues",No
8332,Crack appeared,Yes
8333,Shim broke after 2 months,Yes
8334,"Positive, no issues",No
8335,Shim broke after 2 months,Yes
8336,Shim worn out quickly,Yes
8337,"Positive, no issues",No
8338,Crack appeared,Yes
8339,"Positive, no issues",No
8340,Shim broke after 2 months,Yes
8341,Crack appeared,Yes
8342,"Positive, no issues",No
8343,"Positive, no issues",No
8344,"Positive, no issues",No
8345,"Positive, no issues",No
8346,"Positive, no issues",No
8347,"Positive, no issues",No
8348,Crack appeared,Yes
8349,"Positive, no issues",No
8350,"Positive, no issues",No
8351,Shim broke after 2 months,Yes
8352,"Positive, no issues",No
8353,"Positive, no issues",No
8354,Shim broke after 2 months,Yes
8355,"Positive, no issues",No
8356,Shim broke after 2 months,Yes
8357,Shim broke after 2 months,Yes
8358,Shim worn out quickly,Yes
8359,"Positive, no issues",No
8360,"Positive, no issues",No
8361,Shim broke after 2 months,Yes
8362,"Positive, no issues",No
8363,"Positive, no issues",No
8364,Crack appeared,Yes
8365,Crack appeared,Yes
8366,"Positive, no issues",No
8367,Crack appeared,Yes
8368,Shim worn out quickly,Yes
8369,"Positive, no issues",No
8370,Crack appeared,Yes
8371,"Positive, no issues",No
8372,Shim broke after 2 months,Yes
8373,"Positive, no issues",No
8374,"Positive, no issues",No
8375,"Positive, no issues",No
8376,"Positive, no issues",No
8377,"Positive, no issues",No
8378,"Positive, no issues",No
8379,"Positive, no issues",No
8380,"Positive, no issues",No
8381,"Positive, no issues",No
