ShimID,Diameter (mm),Production Month,Screw Parameters,Handlebar Width (mm)
7199,34,2022-02,Type C / 5mm,781
7200,28,2023-12,Type A / 4mm,755
7201,38,2022-05,Type B / 6mm,669
7202,35,2022-11,Type C / 4mm,671
7203,27,2023-04,Type C / 4mm,728
7204,30,2022-04,Type B / 4mm,698
7205,29,2022-02,Type A / 4mm,689
7206,39,2022-04,Type B / 4mm,748
7207,37,2022-01,Type C / 4mm,642
7208,20,2023-12,Type B / 4mm,726
7209,38,2022-01,Type A / 6mm,696
7210,26,2023-12,Type C / 5mm,737
7211,27,2023-10,Type A / 6mm,651
7212,32,2023-12,Type A / 6mm,728
7213,26,2023-06,Type C / 5mm,767
7214,34,2023-03,Type C / 5mm,701
7215,38,2022-11,Type A / 5mm,692
7216,35,2022-05,Type C / 6mm,680
7217,27,2022-10,Type A / 6mm,691
7218,28,2022-10,Type A / 5mm,651
7219,35,2022-06,Type A / 4mm,799
7220,25,2023-04,Type C / 4mm,719
7221,32,2023-10,Type B / 6mm,652
7222,33,2023-02,Type C / 6mm,786
7223,36,2022-12,Type C / 5mm,707
7224,40,2023-06,Type C / 4mm,791
7225,21,2023-11,Type A / 4mm,761
7226,21,2023-04,Type B / 5mm,749
7227,39,2022-05,Type A / 6mm,691
7228,32,2023-09,Type C / 5mm,796
7229,39,2023-12,Type A / 5mm,790
7230,23,2023-07,Type A / 5mm,774
7231,39,2022-04,Type B / 4mm,790
7232,24,2022-07,Type C / 4mm,798
7233,39,2023-03,Type A / 6mm,789
7234,37,2023-06,Type C / 4mm,753
7235,30,2023-11,Type B / 5mm,640
7236,27,2022-07,Type B / 4mm,705
7237,29,2023-10,Type A / 4mm,778
7238,23,2022-12,Type B / 4mm,645
7239,25,2022-03,Type A / 4mm,737
7240,20,2022-10,Type A / 4mm,725
7241,32,2022-08,Type A / 6mm,746
7242,31,2022-03,Type B / 4mm,746
7243,21,2022-07,Type B / 4mm,760
7244,36,2022-06,Type B / 5mm,690
7245,22,2022-04,Type A / 4mm,663
7246,22,2022-08,Type A / 4mm,793
7247,35,2023-06,Type C / 6mm,770
7248,30,2022-10,Type C / 6mm,781
7249,37,2023-09,Type B / 6mm,712
7250,26,2023-02,Type C / 6mm,724
7251,21,2022-03,Type C / 4mm,716
7252,27,2022-07,Type A / 6mm,741
7253,27,2022-08,Type C / 4mm,783
7254,39,2022-07,Type C / 6mm,704
7255,22,2023-05,Type A / 5mm,763
7256,38,2023-11,Type C / 5mm,665
7257,31,2022-06,Type B / 4mm,654
7258,35,2023-05,Type A / 4mm,674
7259,27,2022-05,Type B / 6mm,782
7260,33,2023-12,Type A / 6mm,756
7261,38,2022-09,Type C / 6mm,714
7262,29,2023-11,Type A / 6mm,712
7263,21,2022-03,Type B / 5mm,746
7264,34,2023-02,Type B / 6mm,641
7265,33,2022-07,Type B / 6mm,659
7266,35,2023-08,Type B / 4mm,739
7267,37,2022-07,Type B / 4mm,788
7268,36,2023-11,Type C / 6mm,699
7269,35,2023-07,Type B / 6mm,705
7270,31,2022-08,Type C / 6mm,768
7271,33,2023-06,Type C / 5mm,694
7272,23,2022-02,Type C / 4mm,758
7273,40,2023-09,Type B / 4mm,687
7274,39,2023-05,Type C / 4mm,720
7275,29,2023-05,Type A / 5mm,767
7276,26,2023-08,Type B / 4mm,714
7277,28,2022-04,Type A / 6mm,643
7278,37,2022-03,Type C / 4mm,688
7279,31,2022-05,Type A / 6mm,654
7280,32,2022-09,Type B / 6mm,719
7281,28,2022-08,Type C / 6mm,764
7282,33,2022-04,Type B / 6mm,763
7283,33,2022-07,Type A / 5mm,671
7284,25,2022-03,Type A / 6mm,760
7285,32,2022-08,Type C / 6mm,641
7286,26,2022-06,Type C / 5mm,741
7287,32,2022-12,Type A / 5mm,700
7288,21,2023-08,Type B / 5mm,763
7289,24,2022-04,Type A / 4mm,679
7290,20,2023-04,Type B / 4mm,641
7291,26,2023-10,Type A / 6mm,716
7292,31,2023-07,Type B / 6mm,762
7293,25,2023-10,Type A / 4mm,788
7294,36,2022-10,Type B / 6mm,758
7295,29,2022-11,Type B / 5mm,798
7296,28,2022-07,Type B / 5mm,693
7297,21,2022-01,Type C / 5mm,711
7298,36,2022-04,Type B / 5mm,774
7299,21,2022-11,Type B / 5mm,800
7300,25,2022-06,Type A / 5mm,683
7301,23,2023-11,Type A / 4mm,644
7302,23,2022-05,Type B / 4mm,771
7303,29,2022-02,Type A / 4mm,721
7304,27,2023-05,Type A / 6mm,727
7305,32,2023-05,Type B / 4mm,786
7306,28,2022-07,Type A / 4mm,686
7307,34,2022-10,Type B / 5mm,782
7308,29,2023-03,Type B / 6mm,790
7309,29,2022-07,Type A / 5mm,706
7310,22,2022-11,Type A / 4mm,662
7311,36,2023-07,Type C / 6mm,726
7312,25,2023-02,Type C / 5mm,735
7313,32,2023-03,Type A / 4mm,693
7314,38,2022-04,Type B / 5mm,730
7315,32,2022-06,Type C / 4mm,755
7316,20,2022-05,Type A / 4mm,668
7317,24,2023-06,Type A / 4mm,778
7318,23,2022-07,Type A / 4mm,687
7319,23,2023-05,Type B / 4mm,748
7320,27,2022-05,Type A / 4mm,757
7321,22,2022-08,Type C / 5mm,696
7322,34,2023-04,Type A / 5mm,703
7323,27,2023-07,Type B / 4mm,687
7324,30,2022-01,Type A / 4mm,713
7325,32,2022-11,Type C / 6mm,677
7326,30,2023-09,Type C / 6mm,661
7327,31,2022-09,Type B / 4mm,696
7328,25,2023-11,Type C / 6mm,757
7329,40,2022-05,Type C / 6mm,715
7330,26,2022-07,Type B / 6mm,666
7331,25,2023-02,Type A / 4mm,776
7332,28,2022-10,Type C / 6mm,755
7333,28,2022-09,Type A / 6mm,663
7334,39,2023-03,Type A / 6mm,772
7335,29,2023-09,Type A / 4mm,700
7336,30,2022-08,Type A / 5mm,740
7337,26,2023-01,Type C / 6mm,681
7338,21,2023-09,Type C / 5mm,799
7339,23,2022-11,Type A / 4mm,678
7340,29,2022-08,Type A / 5mm,731
7341,37,2023-08,Type C / 5mm,713
7342,38,2022-07,Type C / 6mm,735
7343,40,2023-04,Type B / 5mm,709
7344,21,2022-12,Type A / 5mm,767
7345,40,2022-01,Type C / 6mm,744
7346,24,2022-06,Type C / 5mm,707
7347,32,2023-09,Type B / 6mm,749
7348,38,2023-02,Type A / 5mm,692
7349,28,2023-03,Type A / 4mm,673
7350,34,2023-06,Type A / 6mm,753
7351,40,2023-12,Type C / 6mm,777
7352,20,2022-05,Type C / 6mm,714
7353,39,2023-09,Type A / 4mm,778
7354,26,2022-12,Type B / 6mm,759
7355,29,2022-09,Type C / 5mm,747
7356,36,2023-07,Type C / 6mm,689
7357,27,2023-12,Type B / 4mm,676
7358,28,2023-06,Type A / 6mm,790
7359,24,2023-07,Type B / 5mm,768
7360,23,2022-06,Type B / 6mm,710
7361,39,2023-08,Type C / 5mm,707
7362,26,2023-03,Type B / 6mm,738
7363,32,2022-07,Type A / 5mm,682
7364,40,2023-03,Type B / 5mm,740
7365,31,2023-07,Type C / 4mm,776
7366,24,2023-05,Type B / 4mm,752
7367,21,2023-10,Type C / 4mm,725
7368,22,2023-05,Type C / 4mm,646
7369,33,2022-05,Type B / 4mm,647
7370,22,2022-09,Type B / 4mm,666
7371,31,2022-11,Type B / 5mm,696
7372,38,2022-09,Type B / 4mm,707
7373,23,2023-05,Type A / 6mm,800
7374,27,2022-04,Type B / 4mm,784
7375,30,2023-05,Type C / 5mm,641
7376,21,2023-06,Type C / 5mm,783
7377,40,2023-11,Type C / 4mm,726
7378,33,2022-09,Type B / 6mm,675
7379,21,2022-08,Type C / 5mm,669
7380,29,2023-07,Type A / 5mm,784
7381,21,2022-05,Type A / 6mm,753
7382,40,2022-04,Type A / 5mm,731
7383,30,2023-08,Type B / 5mm,710
7384,27,2023-05,Type A / 4mm,780
7385,28,2023-06,Type B / 5mm,796
7386,22,2022-05,Type C / 5mm,642
7387,29,2023-06,Type A / 6mm,665
7388,22,2022-10,Type B / 6mm,658
7389,20,2022-06,Type C / 4mm,682
7390,37,2022-11,Type B / 5mm,707
7391,29,2023-06,Type C / 6mm,671
7392,31,2023-11,Type A / 6mm,750
7393,30,2022-07,Type A / 5mm,724
7394,26,2022-12,Type C / 6mm,707
7395,20,2022-07,Type A / 4mm,700
7396,37,2023-09,Type A / 5mm,800
7397,35,2022-12,Type A / 5mm,724
7398,37,2023-07,Type C / 4mm,705
7399,24,2023-02,Type A / 5mm,764
7400,39,2022-07,Type B / 5mm,757
7401,39,2022-09,Type B / 6mm,792
7402,23,2022-03,Type B / 6mm,794
7403,26,2023-08,Type C / 5mm,759
7404,37,2023-10,Type B / 4mm,658
7405,33,2023-12,Type C / 6mm,784
7406,27,2023-02,Type C / 6mm,750
7407,21,2022-01,Type A / 4mm,800
7408,24,2022-10,Type C / 6mm,648
7409,28,2022-05,Type B / 6mm,732
7410,33,2023-07,Type A / 4mm,677
7411,36,2023-10,Type C / 4mm,760
7412,36,2023-04,Type B / 5mm,717
7413,31,2022-06,Type C / 5mm,657
7414,31,2022-09,Type B / 6mm,777
7415,34,2022-08,Type C / 4mm,667
7416,36,2023-10,Type A / 5mm,720
7417,31,2022-04,Type A / 4mm,737
7418,32,2023-01,Type A / 5mm,695
7419,37,2023-02,Type C / 5mm,688
7420,24,2023-06,Type B / 5mm,787
7421,20,2023-07,Type B / 6mm,675
7422,35,2023-11,Type C / 6mm,782
7423,31,2023-03,Type A / 4mm,673
7424,31,2023-04,Type B / 6mm,756
7425,21,2023-02,Type C / 4mm,725
7426,27,2023-09,Type B / 4mm,694
7427,37,2022-03,Type C / 5mm,743
7428,24,2022-12,Type A / 6mm,738
7429,28,2022-01,Type A / 6mm,659
7430,21,2023-02,Type C / 6mm,764
7431,22,2023-12,Type B / 5mm,723
7432,25,2022-01,Type C / 5mm,730
7433,29,2023-06,Type B / 4mm,719
7434,23,2023-09,Type B / 4mm,750
7435,34,2022-02,Type B / 6mm,775
7436,22,2022-11,Type C / 5mm,780
7437,22,2023-06,Type B / 5mm,742
7438,21,2023-09,Type A / 5mm,759
7439,28,2022-11,Type C / 6mm,720
7440,22,2022-10,Type A / 5mm,740
7441,25,2022-05,Type C / 4mm,705
7442,32,2022-06,Type C / 6mm,676
7443,35,2023-03,Type A / 6mm,742
7444,26,2023-04,Type A / 5mm,764
7445,37,2022-12,Type C / 5mm,715
7446,37,2023-03,Type C / 6mm,799
7447,40,2022-06,Type B / 6mm,664
7448,25,2022-01,Type A / 6mm,782
7449,29,2023-06,Type A / 5mm,717
7450,21,2022-08,Type B / 5mm,764
7451,32,2022-01,Type A / 6mm,753
7452,29,2023-10,Type C / 6mm,728
7453,38,2023-12,Type B / 5mm,708
7454,40,2022-02,Type C / 6mm,650
7455,28,2023-11,Type B / 6mm,708
7456,21,2023-12,Type C / 6mm,752
7457,21,2023-07,Type A / 4mm,648
7458,35,2023-02,Type C / 4mm,678
7459,33,2023-02,Type C / 4mm,725
7460,20,2022-03,Type C / 6mm,788
7461,32,2023-11,Type C / 6mm,736
7462,25,2022-10,Type C / 4mm,709
7463,31,2022-05,Type B / 5mm,703
7464,28,2022-08,Type B / 4mm,646
7465,24,2023-10,Type B / 4mm,725
7466,24,2023-07,Type C / 5mm,758
7467,28,2022-05,Type A / 5mm,667
7468,22,2023-06,Type A / 5mm,647
7469,28,2022-01,Type A / 6mm,678
7470,40,2023-04,Type A / 4mm,719
7471,35,2022-08,Type C / 5mm,680
7472,21,2022-12,Type A / 4mm,645
7473,23,2022-04,Type B / 4mm,705
7474,38,2022-10,Type C / 4mm,659
7475,27,2022-01,Type A / 6mm,703
7476,40,2022-04,Type C / 5mm,777
7477,20,2022-04,Type C / 6mm,726
7478,34,2022-12,Type A / 5mm,730
7479,31,2023-06,Type A / 6mm,769
7480,38,2023-07,Type A / 4mm,767
7481,20,2022-10,Type C / 6mm,662
7482,21,2023-06,Type A / 6mm,686
7483,28,2022-05,Type B / 6mm,667
7484,27,2022-06,Type A / 5mm,682
7485,33,2023-08,Type B / 6mm,755
7486,31,2022-12,Type A / 4mm,769
7487,25,2022-12,Type B / 4mm,687
7488,24,2023-03,Type A / 4mm,662
7489,22,2022-10,Type C / 6mm,693
7490,32,2023-12,Type A / 5mm,778
7491,23,2023-10,Type C / 4mm,654
7492,22,2023-11,Type B / 4mm,785
7493,40,2022-04,Type C / 5mm,732
7494,33,2022-12,Type B / 4mm,754
7495,31,2022-05,Type B / 4mm,665
7496,36,2023-06,Type B / 6mm,653
7497,21,2023-12,Type B / 5mm,713
7498,23,2023-05,Type C / 4mm,740
7499,37,2022-03,Type C / 6mm,645
7500,23,2022-02,Type A / 4mm,661
7501,23,2022-07,Type B / 6mm,646
7502,39,2022-09,Type C / 4mm,705
7503,38,2023-04,Type C / 6mm,649
7504,29,2023-05,Type C / 5mm,793
7505,37,2022-10,Type B / 4mm,766
7506,20,2022-03,Type A / 5mm,673
7507,30,2022-03,Type C / 6mm,715
7508,33,2023-02,Type C / 5mm,692
7509,36,2023-09,Type C / 6mm,669
7510,39,2023-09,Type A / 5mm,708
7511,20,2023-11,Type B / 5mm,740
7512,21,2022-02,Type C / 4mm,726
7513,20,2022-09,Type C / 6mm,768
7514,25,2023-03,Type B / 5mm,710
7515,21,2023-04,Type C / 5mm,757
7516,23,2023-11,Type C / 6mm,761
7517,30,2023-08,Type B / 6mm,789
7518,37,2022-07,Type A / 6mm,679
7519,33,2023-12,Type A / 6mm,769
7520,25,2023-10,Type B / 4mm,709
7521,33,2022-12,Type B / 5mm,773
7522,25,2023-05,Type A / 6mm,748
7523,40,2023-12,Type A / 6mm,772
7524,28,2022-01,Type C / 4mm,695
7525,35,2023-05,Type B / 4mm,712
7526,28,2023-02,Type C / 4mm,748
7527,30,2023-06,Type A / 6mm,680
7528,29,2022-04,Type C / 6mm,693
7529,24,2022-03,Type C / 4mm,771
7530,38,2023-07,Type A / 5mm,711
7531,38,2022-06,Type A / 4mm,667
7532,33,2023-09,Type A / 5mm,661
7533,33,2023-11,Type A / 5mm,786
7534,37,2023-05,Type B / 5mm,774
7535,23,2022-08,Type C / 5mm,695
7536,23,2023-09,Type A / 5mm,683
7537,36,2023-03,Type A / 4mm,668
7538,34,2022-11,Type A / 5mm,689
7539,21,2022-10,Type B / 6mm,696
7540,38,2022-03,Type C / 5mm,790
7541,29,2022-09,Type B / 5mm,771
7542,24,2022-08,Type C / 4mm,770
7543,34,2023-01,Type C / 5mm,783
7544,39,2022-08,Type B / 4mm,654
7545,36,2023-08,Type B / 4mm,645
7546,26,2023-10,Type A / 4mm,766
7547,37,2023-11,Type A / 4mm,781
7548,25,2023-01,Type C / 6mm,688
7549,33,2023-08,Type A / 4mm,715
7550,23,2023-05,Type C / 6mm,750
7551,27,2023-07,Type B / 4mm,674
7552,29,2022-07,Type C / 5mm,714
7553,21,2023-06,Type A / 6mm,678
7554,37,2022-11,Type A / 4mm,682
7555,31,2022-01,Type A / 4mm,787
7556,26,2023-11,Type C / 4mm,716
7557,27,2023-04,Type C / 4mm,725
7558,20,2023-11,Type C / 4mm,799
7559,37,2023-12,Type A / 5mm,773
7560,23,2023-09,Type B / 4mm,655
7561,22,2023-02,Type B / 5mm,755
7562,39,2022-09,Type A / 6mm,696
7563,27,2022-10,Type B / 5mm,687
7564,37,2023-05,Type C / 5mm,704
7565,39,2023-08,Type B / 4mm,766
7566,21,2022-11,Type B / 4mm,723
7567,25,2023-02,Type C / 4mm,711
7568,28,2022-08,Type C / 6mm,765
7569,24,2023-12,Type A / 4mm,776
7570,20,2022-09,Type C / 6mm,647
7571,40,2022-08,Type A / 6mm,703
7572,38,2023-08,Type B / 6mm,658
7573,28,2022-12,Type C / 6mm,798
7574,38,2022-09,Type C / 6mm,647
7575,22,2022-02,Type C / 4mm,785
7576,35,2022-12,Type B / 5mm,667
7577,20,2022-04,Type A / 6mm,662
7578,28,2023-11,Type A / 5mm,689
7579,40,2022-09,Type A / 5mm,766
7580,28,2023-05,Type B / 4mm,726
7581,23,2022-10,Type A / 6mm,790
7582,31,2023-09,Type A / 4mm,671
7583,24,2022-11,Type B / 5mm,732
7584,38,2022-10,Type B / 6mm,722
7585,26,2022-12,Type B / 6mm,776
7586,34,2023-04,Type C / 4mm,784
7587,39,2022-01,Type A / 6mm,781
7588,30,2022-09,Type A / 5mm,665
7589,39,2022-11,Type C / 5mm,708
7590,30,2023-05,Type B / 6mm,684
7591,36,2023-09,Type B / 6mm,684
7592,26,2023-02,Type A / 5mm,715
7593,24,2022-01,Type A / 5mm,733
7594,20,2023-06,Type B / 4mm,667
7595,24,2023-12,Type B / 5mm,658
7596,25,2022-06,Type B / 4mm,713
7597,25,2023-10,Type C / 4mm,770
7598,22,2023-05,Type C / 5mm,642
7599,39,2022-01,Type C / 4mm,794
7600,31,2023-06,Type C / 4mm,783
7601,25,2023-11,Type C / 6mm,791
7602,23,2023-07,Type B / 6mm,800
7603,39,2023-05,Type B / 4mm,774
7604,33,2022-01,Type C / 6mm,701
7605,34,2023-02,Type C / 6mm,730
7606,23,2022-01,Type A / 6mm,673
7607,40,2022-05,Type B / 4mm,708
7608,20,2022-02,Type A / 5mm,711
7609,32,2023-02,Type A / 6mm,770
7610,35,2023-04,Type C / 6mm,681
7611,33,2022-02,Type B / 4mm,750
7612,27,2022-09,Type A / 5mm,708
7613,30,2022-08,Type C / 4mm,734
7614,40,2022-02,Type B / 6mm,703
7615,20,2023-08,Type C / 6mm,652
7616,37,2022-11,Type C / 4mm,669
7617,31,2022-12,Type B / 4mm,697
7618,29,2022-11,Type A / 5mm,744
7619,30,2022-01,Type C / 6mm,667
7620,38,2023-12,Type A / 6mm,723
7621,22,2024-01,Type C / 6mm,790
7622,21,2023-09,Type A / 5mm,650
7623,26,2022-01,Type A / 5mm,727
7624,27,2023-07,Type B / 5mm,647
7625,31,2022-01,Type C / 6mm,698
7626,39,2022-10,Type C / 4mm,667
7627,24,2023-07,Type C / 4mm,713
7628,36,2022-04,Type A / 6mm,748
7629,33,2022-09,Type A / 5mm,781
7630,37,2023-10,Type C / 6mm,643
7631,33,2022-02,Type A / 4mm,751
7632,36,2022-01,Type A / 4mm,734
7633,32,2022-04,Type A / 5mm,646
7634,24,2022-01,Type B / 6mm,748
7635,27,2022-12,Type A / 4mm,686
7636,23,2023-12,Type B / 5mm,657
7637,25,2023-05,Type A / 5mm,787
7638,21,2022-12,Type A / 4mm,758
7639,29,2022-08,Type B / 6mm,717
7640,33,2022-04,Type C / 6mm,772
7641,38,2023-08,Type A / 5mm,768
7642,40,2023-06,Type A / 5mm,657
7643,33,2023-07,Type A / 5mm,787
7644,30,2023-10,Type B / 6mm,737
7645,36,2023-10,Type C / 4mm,667
7646,31,2023-02,Type A / 5mm,715
7647,29,2023-04,Type C / 6mm,699
7648,38,2023-02,Type B / 4mm,645
7649,36,2023-07,Type A / 4mm,748
7650,22,2022-06,Type A / 5mm,678
7651,35,2023-10,Type B / 5mm,691
7652,39,2023-05,Type B / 4mm,649
7653,33,2022-08,Type B / 4mm,667
7654,26,2022-03,Type B / 6mm,654
7655,37,2022-12,Type B / 4mm,781
7656,21,2022-11,Type B / 4mm,728
7657,38,2023-04,Type C / 5mm,673
7658,23,2022-11,Type B / 4mm,756
7659,35,2022-11,Type B / 5mm,710
7660,28,2023-12,Type A / 4mm,769
7661,23,2022-10,Type C / 4mm,696
7662,22,2022-10,Type A / 5mm,689
7663,30,2023-12,Type B / 5mm,752
7664,37,2022-12,Type C / 6mm,774
7665,31,2022-08,Type C / 5mm,704
7666,21,2023-04,Type B / 5mm,708
7667,39,2023-07,Type A / 6mm,641
7668,21,2023-11,Type B / 5mm,740
7669,20,2023-02,Type B / 6mm,663
7670,20,2023-05,Type A / 5mm,776
7671,40,2023-05,Type B / 5mm,776
7672,21,2023-05,Type A / 4mm,797
7673,21,2022-03,Type B / 5mm,710
7674,30,2022-04,Type A / 5mm,721
7675,35,2022-01,Type A / 5mm,667
7676,22,2023-07,Type A / 6mm,793
7677,39,2023-04,Type B / 4mm,771
7678,34,2022-08,Type C / 5mm,687
7679,28,2022-09,Type C / 5mm,719
7680,20,2023-10,Type C / 4mm,699
7681,39,2023-07,Type A / 5mm,660
7682,26,2023-02,Type B / 5mm,741
7683,27,2023-06,Type A / 4mm,782
7684,39,2023-11,Type C / 6mm,778
7685,21,2023-09,Type C / 4mm,779
7686,20,2023-04,Type B / 6mm,658
7687,39,2023-04,Type C / 6mm,768
7688,39,2023-07,Type B / 5mm,796
7689,37,2022-07,Type A / 4mm,747
7690,37,2022-12,Type B / 4mm,758
7691,23,2023-10,Type A / 4mm,773
7692,33,2023-01,Type C / 5mm,772
7693,29,2023-06,Type C / 4mm,674
7694,21,2022-02,Type B / 4mm,701
7695,25,2023-10,Type A / 4mm,723
7696,37,2022-05,Type C / 6mm,783
7697,38,2022-06,Type C / 6mm,726
7698,20,2023-09,Type C / 6mm,763
7699,20,2023-04,Type C / 6mm,684
7700,30,2022-06,Type B / 5mm,687
7701,40,2022-06,Type B / 4mm,800
7702,32,2023-07,Type A / 6mm,669
7703,40,2023-10,Type B / 5mm,715
7704,28,2022-11,Type A / 4mm,736
7705,32,2023-06,Type A / 6mm,655
7706,26,2023-09,Type A / 5mm,754
7707,33,2023-06,Type C / 5mm,797
7708,22,2023-02,Type B / 5mm,718
7709,23,2023-10,Type C / 6mm,764
7710,38,2022-11,Type C / 5mm,681
7711,38,2023-02,Type B / 6mm,776
7712,25,2023-12,Type B / 5mm,794
7713,35,2023-02,Type C / 4mm,681
7714,37,2022-05,Type A / 5mm,677
7715,21,2022-12,Type C / 6mm,742
7716,22,2022-01,Type B / 4mm,715
7717,27,2022-06,Type B / 6mm,768
7718,32,2023-09,Type B / 4mm,654
7719,28,2022-05,Type A / 4mm,697
7720,40,2022-03,Type B / 6mm,694
7721,31,2022-01,Type C / 5mm,651
7722,31,2022-07,Type C / 5mm,661
7723,32,2023-06,Type A / 4mm,752
7724,21,2023-09,Type C / 4mm,659
7725,31,2023-11,Type C / 5mm,693
7726,25,2023-06,Type A / 5mm,731
7727,38,2023-12,Type B / 5mm,776
7728,32,2023-07,Type C / 4mm,726
7729,23,2022-08,Type A / 5mm,740
7730,36,2022-11,Type B / 4mm,790
7731,34,2022-05,Type C / 4mm,703
7732,38,2023-02,Type C / 4mm,782
7733,20,2022-04,Type C / 5mm,784
7734,22,2023-10,Type A / 5mm,717
7735,36,2022-05,Type C / 4mm,756
7736,36,2022-07,Type A / 6mm,752
7737,24,2023-04,Type A / 6mm,662
7738,38,2023-05,Type A / 5mm,686
7739,26,2023-10,Type C / 5mm,773
7740,27,2022-07,Type C / 4mm,696
7741,23,2023-05,Type B / 6mm,664
7742,20,2023-03,Type B / 4mm,751
7743,38,2023-09,Type B / 6mm,648
7744,33,2022-04,Type C / 6mm,794
7745,34,2022-06,Type A / 5mm,739
7746,27,2023-03,Type A / 6mm,753
7747,33,2022-02,Type B / 4mm,781
7748,20,2022-12,Type B / 6mm,678
7749,23,2023-12,Type A / 5mm,697
7750,26,2022-12,Type B / 5mm,726
7751,39,2022-05,Type B / 6mm,775
7752,26,2022-11,Type B / 6mm,683
7753,33,2023-05,Type B / 5mm,778
7754,32,2022-05,Type A / 5mm,660
7755,32,2022-11,Type B / 6mm,694
7756,20,2022-12,Type A / 5mm,689
7757,31,2023-05,Type B / 5mm,671
7758,29,2023-05,Type C / 6mm,800
7759,31,2023-02,Type B / 6mm,678
7760,29,2022-05,Type B / 4mm,715
7761,35,2022-02,Type B / 6mm,771
7762,25,2022-06,Type A / 6mm,652
7763,37,2023-04,Type C / 5mm,722
7764,32,2022-12,Type A / 5mm,674
7765,26,2022-03,Type B / 6mm,769
7766,23,2022-09,Type B / 6mm,769
7767,30,2023-03,Type C / 6mm,800
7768,25,2023-01,Type B / 4mm,749
7769,34,2023-03,Type A / 5mm,713
7770,22,2022-09,Type A / 5mm,742
7771,36,2023-12,Type B / 5mm,708
7772,34,2023-11,Type B / 6mm,716
7773,37,2022-07,Type B / 5mm,691
7774,40,2023-12,Type A / 6mm,682
7775,25,2022-08,Type A / 4mm,790
7776,25,2022-03,Type A / 6mm,714
7777,34,2023-08,Type C / 5mm,654
7778,21,2022-01,Type C / 6mm,671
7779,34,2022-01,Type B / 5mm,796
7780,31,2023-12,Type A / 5mm,796
7781,25,2023-12,Type B / 6mm,792
7782,22,2022-09,Type A / 5mm,780
7783,40,2023-10,Type C / 5mm,739
7784,40,2023-02,Type C / 4mm,642
7785,28,2022-12,Type A / 6mm,772
7786,36,2022-09,Type C / 5mm,753
7787,27,2022-01,Type B / 5mm,799
7788,37,2023-02,Type B / 6mm,783
7789,30,2023-02,Type A / 5mm,702
7790,30,2023-04,Type A / 4mm,680
7791,26,2022-03,Type B / 5mm,767
7792,31,2023-04,Type A / 5mm,753
7793,37,2023-01,Type C / 5mm,704
7794,32,2023-05,Type C / 5mm,726
7795,30,2022-08,Type C / 5mm,747
7796,28,2022-04,Type B / 6mm,714
7797,21,2023-04,Type A / 5mm,725
7798,39,2023-11,Type A / 6mm,717
7799,38,2022-10,Type B / 5mm,679
7800,23,2022-12,Type B / 5mm,681
7801,33,2023-07,Type A / 4mm,787
7802,27,2022-08,Type B / 5mm,683
7803,26,2023-08,Type B / 6mm,778
7804,20,2022-02,Type B / 4mm,797
7805,27,2022-09,Type C / 4mm,660
7806,24,2023-02,Type C / 5mm,793
7807,31,2022-07,Type A / 6mm,665
7808,22,2022-10,Type C / 6mm,700
7809,27,2022-05,Type B / 4mm,784
7810,32,2023-08,Type B / 6mm,739
7811,23,2022-06,Type B / 6mm,644
7812,36,2023-04,Type C / 5mm,689
7813,38,2022-09,Type B / 5mm,771
7814,34,2023-04,Type C / 6mm,669
7815,26,2023-04,Type C / 4mm,697
7816,34,2022-07,Type C / 5mm,723
7817,37,2022-08,Type A / 5mm,726
7818,38,2023-03,Type C / 6mm,700
7819,33,2022-12,Type B / 5mm,642
7820,37,2023-04,Type A / 5mm,746
7821,30,2022-06,Type C / 4mm,648
7822,34,2023-09,Type A / 4mm,732
7823,37,2023-09,Type C / 5mm,764
7824,23,2022-02,Type A / 5mm,657
7825,30,2023-08,Type A / 4mm,654
7826,30,2022-11,Type C / 5mm,674
7827,26,2023-05,Type A / 5mm,774
7828,24,2023-07,Type B / 4mm,742
7829,21,2022-06,Type C / 4mm,651
7830,35,2022-05,Type B / 6mm,761
7831,26,2022-05,Type A / 6mm,697
7832,26,2022-02,Type A / 5mm,711
7833,30,2023-04,Type C / 6mm,707
7834,39,2022-07,Type C / 5mm,747
7835,39,2023-06,Type C / 4mm,707
7836,31,2022-06,Type A / 5mm,735
7837,31,2022-11,Type A / 6mm,752
7838,22,2022-05,Type C / 5mm,799
7839,26,2023-03,Type B / 6mm,651
7840,28,2022-07,Type B / 5mm,675
7841,32,2022-10,Type A / 5mm,659
7842,37,2023-07,Type A / 5mm,791
7843,37,2023-10,Type B / 4mm,752
7844,30,2022-04,Type C / 5mm,665
7845,32,2023-11,Type C / 6mm,647
7846,35,2023-02,Type A / 5mm,770
7847,20,2023-03,Type B / 6mm,704
7848,31,2022-04,Type A / 5mm,677
7849,25,2023-11,Type A / 5mm,704
7850,26,2022-11,Type C / 5mm,693
7851,34,2023-09,Type A / 6mm,660
7852,34,2023-12,Type C / 4mm,672
7853,34,2023-11,Type B / 4mm,781
7854,33,2023-02,Type B / 4mm,724
7855,20,2023-02,Type B / 6mm,666
7856,37,2023-11,Type C / 5mm,702
7857,23,2022-11,Type A / 5mm,729
7858,27,2022-04,Type B / 6mm,780
7859,27,2022-12,Type C / 5mm,713
7860,39,2022-06,Type A / 5mm,665
7861,25,2022-12,Type A / 5mm,656
7862,29,2023-01,Type A / 4mm,730
